#locusName	Id	IdType	description if any, GO is via pfam2go/interpro
Sphfalx0228s0034	PF13960	PFAM	Domain of unknown function (DUF4218)
Sphfalx0287s0009	PF04073	PFAM	Aminoacyl-tRNA editing domain
Sphfalx0006s0284	PF16916	PFAM	Dimerisation domain of Zinc Transporter
Sphfalx0006s0284	PF01545	PFAM	Cation efflux family
Sphfalx0051s0084	PF05761	PFAM	5' nucleotidase family
Sphfalx0015s0213	PF00202	PFAM	Aminotransferase class-III
Sphfalx0005s0212	PF03819	PFAM	MazG nucleotide pyrophosphohydrolase domain
Sphfalx0042s0067	PF03171	PFAM	2OG-Fe(II) oxygenase superfamily
Sphfalx0042s0067	PF14226	PFAM	non-haem dioxygenase in morphine synthesis N-terminal
Sphfalx0001s0031	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0045s0054	PF04810	PFAM	Sec23/Sec24 zinc finger
Sphfalx0045s0054	PF04815	PFAM	Sec23/Sec24 helical domain
Sphfalx0045s0054	PF04811	PFAM	Sec23/Sec24 trunk domain
Sphfalx0000s0595	PF12695	PFAM	Alpha/beta hydrolase family
Sphfalx0553s0002	PF00179	PFAM	Ubiquitin-conjugating enzyme
Sphfalx0203s0016	PF04561	PFAM	RNA polymerase Rpb2, domain 2
Sphfalx0203s0016	PF06883	PFAM	RNA polymerase I, Rpa2 specific domain 
Sphfalx0203s0016	PF04560	PFAM	RNA polymerase Rpb2, domain 7
Sphfalx0203s0016	PF04565	PFAM	RNA polymerase Rpb2, domain 3
Sphfalx0203s0016	PF04563	PFAM	RNA polymerase beta subunit
Sphfalx0203s0016	PF00562	PFAM	RNA polymerase Rpb2, domain 6
Sphfalx0194s0028	PF00504	PFAM	Chlorophyll A-B binding protein
Sphfalx0110s0036	PF00069	PFAM	Protein kinase domain
Sphfalx0192s0028	PF00538	PFAM	linker histone H1 and H5 family
Sphfalx0276s0008	PF12695	PFAM	Alpha/beta hydrolase family
Sphfalx0028s0099	PF04481	PFAM	Protein of unknown function (DUF561)
Sphfalx0044s0042	PF01435	PFAM	Peptidase family M48
Sphfalx0379s0004	PF13423	PFAM	Ubiquitin carboxyl-terminal hydrolase
Sphfalx0052s0126	PF06552	PFAM	Plant specific mitochondrial import receptor subunit TOM20
Sphfalx0044s0131	PF10604	PFAM	Polyketide cyclase / dehydrase and lipid transport
Sphfalx0066s0033	PF03759	PFAM	PRONE (Plant-specific Rop nucleotide exchanger)
Sphfalx0006s0301	PF12874	PFAM	Zinc-finger of C2H2 type
Sphfalx0006s0301	PF16835	PFAM	Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)
Sphfalx0299s0007	PF02803	PFAM	Thiolase, C-terminal domain
Sphfalx0299s0007	PF00108	PFAM	Thiolase, N-terminal domain
Sphfalx0099s0072	PF14214	PFAM	Helitron helicase-like domain at N-terminus
Sphfalx0067s0100	PF10312	PFAM	Conserved mid region of cactin
Sphfalx0067s0100	PF09732	PFAM	Cactus-binding C-terminus of cactin protein
Sphfalx0011s0173	PF14223	PFAM	gag-polypeptide of LTR copia-type
Sphfalx0059s0067	PF01165	PFAM	Ribosomal protein S21
Sphfalx0037s0023	PF05493	PFAM	ATP synthase subunit H 
Sphfalx0037s0038	PF02225	PFAM	PA domain
Sphfalx0523s0010	PF13631	PFAM	Cytochrome b(N-terminal)/b6/petB
Sphfalx0137s0025	PF00179	PFAM	Ubiquitin-conjugating enzyme
Sphfalx0227s0019	PF09337	PFAM	H2C2 zinc finger
Sphfalx0227s0019	PF00098	PFAM	Zinc knuckle
Sphfalx0227s0019	PF08284	PFAM	Retroviral aspartyl protease
Sphfalx0227s0019	PF00385	PFAM	Chromo (CHRromatin Organisation MOdifier) domain
Sphfalx0227s0019	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0224s0020	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0032s0033	PF04406	PFAM	Type IIB DNA topoisomerase
Sphfalx0108s0022	PF01399	PFAM	PCI domain
Sphfalx0285s0018	PF09118	PFAM	Domain of unknown function (DUF1929)
Sphfalx0285s0018	PF07250	PFAM	Glyoxal oxidase N-terminus
Sphfalx0037s0015	PF00830	PFAM	Ribosomal L28 family
Sphfalx0088s0073	PF00786	PFAM	P21-Rho-binding domain
Sphfalx0234s0029	PF02992	PFAM	Transposase family tnp2
Sphfalx0068s0033	PF00355	PFAM	Rieske [2Fe-2S] domain
Sphfalx0068s0033	PF02921	PFAM	Ubiquinol cytochrome reductase transmembrane region
Sphfalx0127s0015	PF13561	PFAM	Enoyl-(Acyl carrier protein) reductase
Sphfalx0001s0271	PF01553	PFAM	Acyltransferase
Sphfalx0009s0057	PF00628	PFAM	PHD-finger
Sphfalx0249s0020	PF00514	PFAM	Armadillo/beta-catenin-like repeat
Sphfalx0249s0020	PF00225	PFAM	Kinesin motor domain
Sphfalx0011s0029	PF00560	PFAM	Leucine Rich Repeat
Sphfalx0011s0029	PF08263	PFAM	Leucine rich repeat N-terminal domain
Sphfalx0011s0029	PF13855	PFAM	Leucine rich repeat
Sphfalx0011s0029	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0010s0240	PF04484	PFAM	QWRF family
Sphfalx0104s0056	PF13418	PFAM	Galactose oxidase, central domain
Sphfalx0104s0056	PF13415	PFAM	Galactose oxidase, central domain
Sphfalx0104s0056	PF00149	PFAM	Calcineurin-like phosphoesterase
Sphfalx0086s0002	PF05496	PFAM	Holliday junction DNA helicase RuvB P-loop domain
Sphfalx0083s0046	PF00504	PFAM	Chlorophyll A-B binding protein
Sphfalx0001s0122	PF02629	PFAM	CoA binding domain
Sphfalx0001s0122	PF00549	PFAM	CoA-ligase
Sphfalx0001s0122	PF00285	PFAM	Citrate synthase, C-terminal domain
Sphfalx0015s0260	PF13520	PFAM	Amino acid permease
Sphfalx0353s0009	PF07724	PFAM	AAA domain (Cdc48 subfamily)
Sphfalx0047s0139	PF00380	PFAM	Ribosomal protein S9/S16
Sphfalx0403s0003	PF14714	PFAM	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal
Sphfalx0047s0084	PF00226	PFAM	DnaJ domain
Sphfalx0038s0160	PF10716	PFAM	NADH dehydrogenase transmembrane subunit
Sphfalx0268s0005	PF00106	PFAM	short chain dehydrogenase
Sphfalx0043s0136	PF00179	PFAM	Ubiquitin-conjugating enzyme
Sphfalx0033s0052	PF00664	PFAM	ABC transporter transmembrane region
Sphfalx0033s0052	PF00005	PFAM	ABC transporter
Sphfalx0033s0160	PF00628	PFAM	PHD-finger
Sphfalx0033s0160	PF16135	PFAM	TPL-binding domain in jasmonate signalling
Sphfalx0092s0068	PF01150	PFAM	GDA1/CD39 (nucleoside phosphatase) family
Sphfalx0182s0013	PF03254	PFAM	Xyloglucan fucosyltransferase
Sphfalx0465s0001	PF00010	PFAM	Helix-loop-helix DNA-binding domain
Sphfalx0022s0164	PF01494	PFAM	FAD binding domain
Sphfalx0121s0037	PF04483	PFAM	Protein of unknown function (DUF565)
Sphfalx0144s0056	PF05641	PFAM	Agenet domain
Sphfalx0013s0269	PF08577	PFAM	PI31 proteasome regulator 
Sphfalx0013s0269	PF11566	PFAM	PI31 proteasome regulator N-terminal
Sphfalx0027s0089	PF13692	PFAM	Glycosyl transferases group 1
Sphfalx0056s0037	PF00067	PFAM	Cytochrome P450
Sphfalx0006s0238	PF13833	PFAM	EF-hand domain pair
Sphfalx0006s0238	PF13499	PFAM	EF-hand domain pair
Sphfalx0114s0011	PF03055	PFAM	Retinal pigment epithelial membrane protein
Sphfalx0020s0230	PF08477	PFAM	Ras of Complex, Roc, domain of DAPkinase
Sphfalx0258s0019	PF13472	PFAM	GDSL-like Lipase/Acylhydrolase family
Sphfalx0005s0137	PF07983	PFAM	X8 domain
Sphfalx0005s0137	PF00332	PFAM	Glycosyl hydrolases family 17
Sphfalx0013s0113	PF01529	PFAM	DHHC palmitoyltransferase
Sphfalx0130s0021	PF01073	PFAM	3-beta hydroxysteroid dehydrogenase/isomerase family
Sphfalx0135s0030	PF00266	PFAM	Aminotransferase class-V
Sphfalx0082s0030	PF02453	PFAM	Reticulon
Sphfalx0030s0135	PF00928	PFAM	Adaptor complexes medium subunit family
Sphfalx0001s0290	PF05633	PFAM	Protein BYPASS1-related
Sphfalx0016s0164	PF00169	PFAM	PH domain
Sphfalx0075s0046	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0002s0156	PF00249	PFAM	Myb-like DNA-binding domain
Sphfalx0014s0254	PF00929	PFAM	Exonuclease
Sphfalx0002s0105	PF10604	PFAM	Polyketide cyclase / dehydrase and lipid transport
Sphfalx0174s0020	PF04525	PFAM	LURP-one-related
Sphfalx0089s0027	PF02574	PFAM	Homocysteine S-methyltransferase
Sphfalx0200s0003	PF03381	PFAM	LEM3 (ligand-effect modulator 3) family / CDC50 family
Sphfalx0131s0007	PF09747	PFAM	Coiled-coil domain containing protein (DUF2052)
Sphfalx0009s0070	PF01592	PFAM	NifU-like N terminal domain
Sphfalx0097s0057	PF06465	PFAM	Domain of Unknown Function (DUF1087)
Sphfalx0097s0057	PF00628	PFAM	PHD-finger
Sphfalx0097s0057	PF00385	PFAM	Chromo (CHRromatin Organisation MOdifier) domain
Sphfalx0097s0057	PF00176	PFAM	SNF2 family N-terminal domain
Sphfalx0092s0063	PF01643	PFAM	Acyl-ACP thioesterase
Sphfalx0162s0049	PF00651	PFAM	BTB/POZ domain
Sphfalx0162s0049	PF03000	PFAM	NPH3 family
Sphfalx0028s0076	PF04062	PFAM	ARP2/3 complex ARPC3 (21 kDa) subunit
Sphfalx0043s0065	PF07690	PFAM	Major Facilitator Superfamily
Sphfalx0023s0130	PF03167	PFAM	Uracil DNA glycosylase superfamily
Sphfalx0132s0023	PF03407	PFAM	Nucleotide-diphospho-sugar transferase
Sphfalx0216s0022	PF00311	PFAM	Phosphoenolpyruvate carboxylase
Sphfalx0018s0106	PF00069	PFAM	Protein kinase domain
Sphfalx0002s0333	PF00240	PFAM	Ubiquitin family
Sphfalx0025s0188	PF01776	PFAM	Ribosomal L22e protein family
Sphfalx0112s0066	PF09337	PFAM	H2C2 zinc finger
Sphfalx0112s0066	PF00385	PFAM	Chromo (CHRromatin Organisation MOdifier) domain
Sphfalx0112s0066	PF00665	PFAM	Integrase core domain
Sphfalx0028s0184	PF03024	PFAM	Folate receptor family
Sphfalx0016s0194	PF03807	PFAM	NADP oxidoreductase coenzyme F420-dependent
Sphfalx0108s0014	PF10250	PFAM	GDP-fucose protein O-fucosyltransferase
Sphfalx0477s0001	PF13962	PFAM	Domain of unknown function
Sphfalx0477s0001	PF12796	PFAM	Ankyrin repeats (3 copies)
Sphfalx0003s0165	PF03765	PFAM	CRAL/TRIO, N-terminal domain
Sphfalx0003s0165	PF00650	PFAM	CRAL/TRIO domain
Sphfalx0223s0020	PF07887	PFAM	Calmodulin binding protein-like
Sphfalx0018s0049	PF00571	PFAM	CBS domain
Sphfalx0018s0049	PF16561	PFAM	Glycogen recognition site of AMP-activated protein kinase
Sphfalx0012s0068	PF08450	PFAM	SMP-30/Gluconolactonase/LRE-like region
Sphfalx0173s0039	PF07231	PFAM	Hs1pro-1 N-terminus
Sphfalx0173s0039	PF07014	PFAM	Hs1pro-1 protein C-terminus
Sphfalx0193s0031	PF01490	PFAM	Transmembrane amino acid transporter protein
Sphfalx0151s0034	PF01212	PFAM	Beta-eliminating lyase
Sphfalx0019s0027	PF00201	PFAM	UDP-glucoronosyl and UDP-glucosyl transferase
Sphfalx0017s0190	PF02365	PFAM	No apical meristem (NAM) protein
Sphfalx0205s0011	PF03999	PFAM	Microtubule associated protein (MAP65/ASE1 family)
Sphfalx0006s0269	PF01535	PFAM	PPR repeat
Sphfalx0075s0013	PF13180	PFAM	PDZ domain
Sphfalx0075s0013	PF00089	PFAM	Trypsin
Sphfalx0007s0275	PF14461	PFAM	Prokaryotic E2 family B
Sphfalx0206s0033	PF01713	PFAM	Smr domain
Sphfalx0206s0033	PF00488	PFAM	MutS domain V
Sphfalx0130s0033	PF00067	PFAM	Cytochrome P450
Sphfalx0038s0016	PF14214	PFAM	Helitron helicase-like domain at N-terminus
Sphfalx0038s0016	PF05970	PFAM	PIF1-like helicase
Sphfalx0012s0039	PF00106	PFAM	short chain dehydrogenase
Sphfalx0105s0001	PF09337	PFAM	H2C2 zinc finger
Sphfalx0105s0001	PF00385	PFAM	Chromo (CHRromatin Organisation MOdifier) domain
Sphfalx0105s0001	PF00665	PFAM	Integrase core domain
Sphfalx0105s0001	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0081s0098	PF00628	PFAM	PHD-finger
Sphfalx0064s0043	PF00560	PFAM	Leucine Rich Repeat
Sphfalx0064s0043	PF08263	PFAM	Leucine rich repeat N-terminal domain
Sphfalx0222s0012	PF13920	PFAM	Zinc finger, C3HC4 type (RING finger)
Sphfalx0222s0012	PF07002	PFAM	Copine
Sphfalx0012s0170	PF01453	PFAM	D-mannose binding lectin
Sphfalx0012s0170	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0016s0111	PF12018	PFAM	Domain of unknown function
Sphfalx0151s0011	PF13639	PFAM	Ring finger domain
Sphfalx0198s0015	PF03587	PFAM	EMG1/NEP1 methyltransferase
Sphfalx0169s0033	PF05832	PFAM	Eukaryotic protein of unknown function (DUF846)
Sphfalx0032s0049	PF01678	PFAM	Diaminopimelate epimerase
Sphfalx0068s0116	PF00403	PFAM	Heavy-metal-associated domain
Sphfalx0007s0060	PF14368	PFAM	Probable lipid transfer
Sphfalx0000s0662	PF09341	PFAM	Transcription factor Pcc1
Sphfalx0008s0103	PF00098	PFAM	Zinc knuckle
Sphfalx0008s0103	PF09337	PFAM	H2C2 zinc finger
Sphfalx0008s0103	PF13650	PFAM	Aspartyl protease
Sphfalx0008s0103	PF03732	PFAM	Retrotransposon gag protein 
Sphfalx0008s0103	PF00385	PFAM	Chromo (CHRromatin Organisation MOdifier) domain
Sphfalx0008s0103	PF00665	PFAM	Integrase core domain
Sphfalx0008s0103	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0048s0058	PF12847	PFAM	Methyltransferase domain
Sphfalx0052s0109	PF03081	PFAM	Exo70 exocyst complex subunit
Sphfalx0243s0004	PF10183	PFAM	ESSS subunit of NADH:ubiquinone oxidoreductase (complex I) 
Sphfalx0062s0109	PF13450	PFAM	NAD(P)-binding Rossmann-like domain
Sphfalx0062s0109	PF04433	PFAM	SWIRM domain
Sphfalx0214s0024	PF08711	PFAM	TFIIS helical bundle-like domain
Sphfalx0042s0111	PF00026	PFAM	Eukaryotic aspartyl protease
Sphfalx0052s0118	PF04833	PFAM	COBRA-like protein
Sphfalx0015s0251	PF13639	PFAM	Ring finger domain
Sphfalx0328s0005	PF05097	PFAM	Protein of unknown function (DUF688)
Sphfalx0141s0032	PF05938	PFAM	Plant self-incompatibility protein S1
Sphfalx0033s0045	PF02518	PFAM	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Sphfalx0033s0045	PF00183	PFAM	Hsp90 protein
Sphfalx0106s0001	PF01643	PFAM	Acyl-ACP thioesterase
Sphfalx0004s0154	PF02493	PFAM	MORN repeat
Sphfalx0105s0045	PF02362	PFAM	B3 DNA binding domain
Sphfalx0178s0008	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0537s0001	PF14432	PFAM	DYW family of nucleic acid deaminases
Sphfalx0005s0145	PF06658	PFAM	Protein of unknown function (DUF1168)
Sphfalx0209s0002	PF14868	PFAM	Domain of unknown function (DUF4487)
Sphfalx0124s0017	PF12796	PFAM	Ankyrin repeats (3 copies)
Sphfalx0124s0017	PF00612	PFAM	IQ calmodulin-binding motif
Sphfalx0124s0017	PF03859	PFAM	CG-1 domain
Sphfalx0197s0020	PF12706	PFAM	Beta-lactamase superfamily domain
Sphfalx0037s0026	PF00248	PFAM	Aldo/keto reductase family
Sphfalx0067s0050	PF09118	PFAM	Domain of unknown function (DUF1929)
Sphfalx0067s0050	PF07250	PFAM	Glyoxal oxidase N-terminus
Sphfalx0070s0007	PF13847	PFAM	Methyltransferase domain
Sphfalx0000s0679	PF01425	PFAM	Amidase
Sphfalx0094s0042	PF00651	PFAM	BTB/POZ domain
Sphfalx0094s0042	PF03000	PFAM	NPH3 family
Sphfalx0082s0046	PF03468	PFAM	XS domain
Sphfalx0082s0046	PF03469	PFAM	XH domain
Sphfalx0117s0068	PF01015	PFAM	Ribosomal S3Ae family
Sphfalx0050s0065	PF00931	PFAM	NB-ARC domain
Sphfalx0010s0059	PF00407	PFAM	Pathogenesis-related protein Bet v I family
Sphfalx0000s0160	PF03171	PFAM	2OG-Fe(II) oxygenase superfamily
Sphfalx0000s0160	PF14226	PFAM	non-haem dioxygenase in morphine synthesis N-terminal
Sphfalx0044s0102	PF12166	PFAM	Piezo non-specific cation channel, R-Ras-binding domain
Sphfalx0000s0748	PF00560	PFAM	Leucine Rich Repeat
Sphfalx0000s0748	PF00069	PFAM	Protein kinase domain
Sphfalx0000s0748	PF13855	PFAM	Leucine rich repeat
Sphfalx0192s0009	PF05498	PFAM	Rapid ALkalinization Factor (RALF) 
Sphfalx0751s0002	PF07444	PFAM	Ycf66 protein N-terminus
Sphfalx0197s0018	PF01106	PFAM	NifU-like domain
Sphfalx0004s0035	PF00141	PFAM	Peroxidase
Sphfalx0226s0033	PF00800	PFAM	Prephenate dehydratase
Sphfalx0191s0023	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0191s0023	PF08238	PFAM	Sel1 repeat
Sphfalx0030s0176	PF12498	PFAM	Basic leucine-zipper C terminal
Sphfalx0030s0176	PF00170	PFAM	bZIP transcription factor
Sphfalx0038s0080	PF00504	PFAM	Chlorophyll A-B binding protein
Sphfalx0183s0030	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0048s0122	PF03932	PFAM	CutC family
Sphfalx0141s0036	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0061s0095	PF06058	PFAM	Dcp1-like decapping family
Sphfalx0061s0056	PF08244	PFAM	Glycosyl hydrolases family 32 C terminal
Sphfalx0061s0056	PF00251	PFAM	Glycosyl hydrolases family 32 N-terminal domain
Sphfalx0154s0006	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0012s0112	PF00249	PFAM	Myb-like DNA-binding domain
Sphfalx0009s0121	PF00538	PFAM	linker histone H1 and H5 family
Sphfalx0047s0043	PF00300	PFAM	Histidine phosphatase superfamily (branch 1)
Sphfalx0018s0184	PF01388	PFAM	ARID/BRIGHT DNA binding domain
Sphfalx0065s0026	PF05623	PFAM	Protein of unknown function (DUF789)
Sphfalx0030s0151	PF14368	PFAM	Probable lipid transfer
Sphfalx0066s0034	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0008s0215	PF00249	PFAM	Myb-like DNA-binding domain
Sphfalx0108s0033	PF08545	PFAM	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
Sphfalx0108s0033	PF08541	PFAM	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal  
Sphfalx0284s0002	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0189s0006	PF01585	PFAM	G-patch domain
Sphfalx0015s0234	PF13424	PFAM	Tetratricopeptide repeat
Sphfalx0015s0234	PF00515	PFAM	Tetratricopeptide repeat
Sphfalx0015s0234	PF13414	PFAM	TPR repeat
Sphfalx0079s0086	PF13952	PFAM	Domain of unknown function (DUF4216)
Sphfalx0117s0070	PF13837	PFAM	Myb/SANT-like DNA-binding domain
Sphfalx0376s0007	PF01419	PFAM	Jacalin-like lectin domain
Sphfalx0376s0007	PF00069	PFAM	Protein kinase domain
Sphfalx0087s0068	PF07676	PFAM	WD40-like Beta Propeller Repeat
Sphfalx0289s0012	PF00977	PFAM	Histidine biosynthesis protein
Sphfalx0033s0148	PF00169	PFAM	PH domain
Sphfalx0033s0148	PF01237	PFAM	Oxysterol-binding protein 
Sphfalx0132s0053	PF10155	PFAM	CCR4-NOT transcription complex subunit 11
Sphfalx0003s0040	PF12584	PFAM	Trafficking protein particle complex subunit 10, TRAPPC10
Sphfalx0003s0040	PF11817	PFAM	Foie gras liver health family 1
Sphfalx0024s0125	PF00638	PFAM	RanBP1 domain
Sphfalx0139s0056	PF02801	PFAM	Beta-ketoacyl synthase, C-terminal domain
Sphfalx0139s0056	PF00109	PFAM	Beta-ketoacyl synthase, N-terminal domain
Sphfalx0002s0329	PF03127	PFAM	GAT domain
Sphfalx0002s0329	PF00790	PFAM	VHS domain
Sphfalx0031s0036	PF05097	PFAM	Protein of unknown function (DUF688)
Sphfalx0298s0010	PF00481	PFAM	Protein phosphatase 2C
Sphfalx0045s0063	PF02297	PFAM	Cytochrome oxidase c subunit VIb
Sphfalx0009s0279	PF15491	PFAM	CST, telomere maintenance, complex subunit CTC1
Sphfalx0175s0018	PF00253	PFAM	Ribosomal protein S14p/S29e
Sphfalx0115s0017	PF00170	PFAM	bZIP transcription factor
Sphfalx0033s0136	PF00628	PFAM	PHD-finger
Sphfalx0033s0136	PF00176	PFAM	SNF2 family N-terminal domain
Sphfalx0033s0136	PF00385	PFAM	Chromo (CHRromatin Organisation MOdifier) domain
Sphfalx0006s0396	PF02535	PFAM	ZIP Zinc transporter
Sphfalx0067s0044	PF04083	PFAM	Partial alpha/beta-hydrolase lipase region
Sphfalx0098s0011	PF00627	PFAM	UBA/TS-N domain
Sphfalx0098s0011	PF00240	PFAM	Ubiquitin family
Sphfalx0154s0046	PF05903	PFAM	PPPDE putative peptidase domain
Sphfalx0007s0045	PF00561	PFAM	alpha/beta hydrolase fold
Sphfalx0145s0014	PF00935	PFAM	Ribosomal protein L44
Sphfalx0203s0020	PF00514	PFAM	Armadillo/beta-catenin-like repeat
Sphfalx0117s0062	PF00781	PFAM	Diacylglycerol kinase catalytic domain
Sphfalx0000s0546	PF14432	PFAM	DYW family of nucleic acid deaminases
Sphfalx0000s0546	PF01535	PFAM	PPR repeat
Sphfalx0000s0546	PF13041	PFAM	PPR repeat family 
Sphfalx0042s0053	PF00561	PFAM	alpha/beta hydrolase fold
Sphfalx0101s0025	PF03016	PFAM	Exostosin family
Sphfalx0137s0002	PF13855	PFAM	Leucine rich repeat
Sphfalx0137s0002	PF00069	PFAM	Protein kinase domain
Sphfalx0137s0002	PF12819	PFAM	Malectin-like domain
Sphfalx0087s0085	PF00071	PFAM	Ras family
Sphfalx0017s0164	PF05198	PFAM	Translation initiation factor IF-3, N-terminal domain
Sphfalx0017s0164	PF00707	PFAM	Translation initiation factor IF-3, C-terminal domain
Sphfalx0049s0017	PF00069	PFAM	Protein kinase domain
Sphfalx0016s0087	PF16363	PFAM	GDP-mannose 4,6 dehydratase
Sphfalx0016s0087	PF14934	PFAM	Domain of unknown function (DUF4499)
Sphfalx0017s0103	PF02701	PFAM	Dof domain, zinc finger
Sphfalx0009s0207	PF01909	PFAM	Nucleotidyltransferase domain
Sphfalx0009s0207	PF04926	PFAM	Poly(A) polymerase predicted RNA binding domain
Sphfalx0009s0207	PF04928	PFAM	Poly(A) polymerase central domain
Sphfalx0172s0014	PF08263	PFAM	Leucine rich repeat N-terminal domain
Sphfalx0172s0014	PF00069	PFAM	Protein kinase domain
Sphfalx0018s0220	PF01758	PFAM	Sodium Bile acid symporter family
Sphfalx0202s0016	PF08477	PFAM	Ras of Complex, Roc, domain of DAPkinase
Sphfalx0117s0064	PF00181	PFAM	Ribosomal Proteins L2, RNA binding domain
Sphfalx0117s0064	PF03947	PFAM	Ribosomal Proteins L2, C-terminal domain
Sphfalx0082s0032	PF00533	PFAM	BRCA1 C Terminus (BRCT) domain
Sphfalx0082s0032	PF05406	PFAM	WGR domain
Sphfalx0082s0032	PF08063	PFAM	PADR1 (NUC008) domain
Sphfalx0082s0032	PF00645	PFAM	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region
Sphfalx0082s0032	PF02877	PFAM	Poly(ADP-ribose) polymerase, regulatory domain
Sphfalx0082s0032	PF00644	PFAM	Poly(ADP-ribose) polymerase catalytic domain
Sphfalx0162s0032	PF00076	PFAM	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Sphfalx0002s0012	PF03398	PFAM	Regulator of Vps4 activity in the MVB pathway
Sphfalx0189s0012	PF00069	PFAM	Protein kinase domain
Sphfalx0133s0008	PF03254	PFAM	Xyloglucan fucosyltransferase
Sphfalx0007s0238	PF13976	PFAM	GAG-pre-integrase domain
Sphfalx0007s0238	PF07727	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0416s0001	PF00588	PFAM	SpoU rRNA Methylase family
Sphfalx0004s0053	PF13832	PFAM	PHD-zinc-finger like domain
Sphfalx0004s0053	PF05965	PFAM	F/Y rich C-terminus
Sphfalx0004s0053	PF13831	PFAM	PHD-finger
Sphfalx0065s0030	PF00782	PFAM	Dual specificity phosphatase, catalytic domain
Sphfalx0260s0008	PF14476	PFAM	Petal formation-expressed
Sphfalx0015s0018	PF13370	PFAM	4Fe-4S single cluster domain of Ferredoxin I
Sphfalx0015s0018	PF00226	PFAM	DnaJ domain
Sphfalx0000s0756	PF03725	PFAM	3' exoribonuclease family, domain 2
Sphfalx0000s0756	PF01138	PFAM	3' exoribonuclease family, domain 1
Sphfalx0023s0184	PF00931	PFAM	NB-ARC domain
Sphfalx0059s0066	PF00202	PFAM	Aminotransferase class-III
Sphfalx0296s0009	PF00481	PFAM	Protein phosphatase 2C
Sphfalx0264s0008	PF00931	PFAM	NB-ARC domain
Sphfalx0020s0072	PF00657	PFAM	GDSL-like Lipase/Acylhydrolase
Sphfalx0004s0238	PF01764	PFAM	Lipase (class 3)
Sphfalx0031s0071	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0031s0071	PF00069	PFAM	Protein kinase domain
Sphfalx0043s0001	PF00010	PFAM	Helix-loop-helix DNA-binding domain
Sphfalx0039s0024	PF08284	PFAM	Retroviral aspartyl protease
Sphfalx0039s0024	PF03732	PFAM	Retrotransposon gag protein 
Sphfalx0039s0024	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0039s0024	PF00665	PFAM	Integrase core domain
Sphfalx0000s0324	PF01751	PFAM	Toprim domain
Sphfalx0000s0324	PF01131	PFAM	DNA topoisomerase
Sphfalx0022s0045	PF13561	PFAM	Enoyl-(Acyl carrier protein) reductase
Sphfalx0002s0241	PF00782	PFAM	Dual specificity phosphatase, catalytic domain
Sphfalx0084s0022	PF13837	PFAM	Myb/SANT-like DNA-binding domain
Sphfalx0043s0086	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0047s0130	PF00067	PFAM	Cytochrome P450
Sphfalx0104s0053	PF03765	PFAM	CRAL/TRIO, N-terminal domain
Sphfalx0104s0053	PF00650	PFAM	CRAL/TRIO domain
Sphfalx0178s0002	PF07727	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0040s0062	PF00005	PFAM	ABC transporter
Sphfalx0040s0062	PF00664	PFAM	ABC transporter transmembrane region
Sphfalx0039s0041	PF00365	PFAM	Phosphofructokinase
Sphfalx0141s0046	PF01535	PFAM	PPR repeat
Sphfalx0141s0046	PF13041	PFAM	PPR repeat family 
Sphfalx0333s0003	PF03221	PFAM	Tc5 transposase DNA-binding domain
Sphfalx0333s0003	PF03184	PFAM	DDE superfamily endonuclease
Sphfalx0015s0036	PF17047	PFAM	Synaptotagmin-like mitochondrial-lipid-binding domain
Sphfalx0015s0036	PF00168	PFAM	C2 domain
Sphfalx0013s0016	PF00903	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
Sphfalx0011s0004	PF04535	PFAM	Domain of unknown function (DUF588)
Sphfalx0075s0099	PF07522	PFAM	DNA repair metallo-beta-lactamase
